component_order	component	trait_order	trait	trait_label	scaled_ct_score	cumsum_scaled
10	10	24	Non_albumin_protein	Non albumin protein	0.000478430396120717	0.0157306079436963
10	10	25	Phosphate	Phosphate	4.89777298643237e-05	0.0197915321171692
10	10	26	Potassium_in_urine	Potassium in urine	4.95565306329235e-05	0.0197419755865362
10	10	27	SHBG	SHBG	0.000124229523169766	0.0188869486223359
10	10	28	Sodium_in_urine	Sodium in urine	0.000136090819845869	0.01875085780249
10	10	29	Testosterone	Testosterone	1.07690987986144e-06	0.0199003530102812
10	10	30	Total_bilirubin	Total bilirubin	0.000123228218443443	0.0190111781455057
10	10	31	Total_protein	Total protein	9.01102726844661e-05	0.0195366277411945
10	10	32	Triglycerides	Triglycerides	0.00185106932989833	0.0124103430867867
10	10	33	Urate	Urate	0.000203090830575669	0.0185477669719144
10	10	34	Urea	Urea	6.55319702846878e-05	0.0196267380138789
10	10	35	Vitamin_D	Vitamin D	0.000507609129522322	0.015222998814174
11	17	1	Alanine_aminotransferase	Alanine aminotransferase	2.90250034661988e-06	0.0157024339400252
11	17	2	Albumin	Albumin	0.000273243912645787	0.0143409524832639
11	17	3	Alkaline_phosphatase	Alkaline phosphatase	6.29466483104207e-05	0.015503956377083
11	17	4	Apolipoprotein_A	Apolipoprotein A	2.34997059153533e-05	0.0156625444030338
11	17	5	Apolipoprotein_B	Apolipoprotein B	1.99118918384825e-06	0.0157053364403718
11	17	6	Aspartate_aminotransferase	Aspartate aminotransferase	0.000504271122703208	0.0132057392154851
11	17	7	AST_ALT_ratio	AST ALT ratio	0.000300494078644292	0.0140404584046196
11	17	8	C_reactive_protein	C reactive protein	0.000828777434118078	0.0092131186969535
11	17	9	Calcium	Calcium	0.000743654534312072	0.0100418961310716
11	17	10	Cholesterol	Cholesterol	4.1036658145561e-06	0.0156983302742107
11	17	11	Creatinine	Creatinine	2.59227427626701e-07	0.0157118624136184
11	17	12	Creatinine_in_urine	Creatinine in urine	0.00062918937458366	0.0114561110310332
11	17	13	Cystatin_C	Cystatin C	0.000670560365649578	0.0107855506653837
11	17	14	Direct_bilirubin	Direct bilirubin	7.01021973637638e-07	0.0157111613916447
11	17	15	eGFR	eGFR	1.09353889792127e-06	0.0157073276295557
11	17	16	Gamma_glutamyltransferase	Gamma glutamyltransferase	5.19868884249441e-05	0.0155669030253935
11	17	17	Glucose	Glucose	0.000180134001229314	0.0150762043342894
11	17	18	Glycated_haemoglobin_HbA1c	Glycated haemoglobin HbA1c	4.36544892153628e-05	0.0156188899138184
11	17	19	HDL_cholesterol	HDL cholesterol	1.05414587448175e-06	0.0157084211684536
11	17	20	IGF_1	IGF 1	0.000233365767275834	0.0146141963959097
11	17	21	LDL_direct	LDL direct	9.22385232267118e-07	0.0157094753143281
11	17	22	Lipoprotein_A	Lipoprotein A	1.30911202045456e-07	0.0157123139412622
11	17	23	Microalbumin_in_urine	Microalbumin in urine	7.63692084363361e-07	0.0157103976995604
11	17	24	Non_albumin_protein	Non albumin protein	0.000228642171103804	0.0148475621631856
11	17	25	Phosphate	Phosphate	0.00826332463192098	0
11	17	26	Potassium_in_urine	Potassium in urine	0.000949794065032527	0.00826332463192098
11	17	27	SHBG	SHBG	4.6580955276717e-08	0.0157124448524642
11	17	28	Sodium_in_urine	Sodium in urine	0.000330448066431303	0.0137100103381883
11	17	29	Testosterone	Testosterone	0.000115581449908203	0.0153883749271748
11	17	30	Total_bilirubin	Total bilirubin	4.680249010796e-06	0.0156936500251999
11	17	31	Total_protein	Total protein	7.60591625075592e-06	0.0156860441089491
11	17	32	Triglycerides	Triglycerides	0.000132036591656164	0.0152563383355187
11	17	33	Urate	Urate	1.92300216182673e-07	0.015712121641046
11	17	34	Urea	Urea	0.000544779904671012	0.0126609593108141
11	17	35	Vitamin_D	Vitamin D	0.000575658905197229	0.0120853004056169
12	5	1	Alanine_aminotransferase	Alanine aminotransferase	9.6046305489144e-05	0.0146628739267068
12	5	2	Albumin	Albumin	2.36444309612646e-05	0.0151246272349759
12	5	3	Alkaline_phosphatase	Alkaline phosphatase	0.00129367271094031	0.010469618805078
12	5	4	Apolipoprotein_A	Apolipoprotein A	0.00252595817963104	0.00794366062544698
12	5	5	Apolipoprotein_B	Apolipoprotein B	3.15465627513005e-06	0.015281020556289
12	5	6	Aspartate_aminotransferase	Aspartate aminotransferase	5.06491592518848e-05	0.0148858651059215
12	5	7	AST_ALT_ratio	AST ALT ratio	5.31617498803843e-05	0.0148327033560411
12	5	8	C_reactive_protein	C reactive protein	3.62905224715141e-05	0.0149365142651734
12	5	9	Calcium	Calcium	1.47208896387815e-05	0.0152110491917625
12	5	10	Cholesterol	Cholesterol	0.00037117575784762	0.0138542310473238
12	5	11	Creatinine	Creatinine	6.65504274452132e-06	0.0152697534236464
12	5	12	Creatinine_in_urine	Creatinine in urine	1.89695552053703e-05	0.0151920796365571
12	5	13	Cystatin_C	Cystatin C	0.000102287072413939	0.0145605868542929
12	5	14	Direct_bilirubin	Direct bilirubin	0.000578863258242759	0.013275367789081
12	5	15	eGFR	eGFR	9.4309749703119e-06	0.0152530081344629
12	5	16	Gamma_glutamyltransferase	Gamma glutamyltransferase	2.45421935966852e-05	0.0151000850413793
12	5	17	Glucose	Glucose	1.41291613037216e-06	0.0152890211769591
12	5	18	Glycated_haemoglobin_HbA1c	Glycated haemoglobin HbA1c	3.23261318487802e-05	0.0150417428053881
12	5	19	HDL_cholesterol	HDL cholesterol	0.00320070918836397	0.00474295143708301
12	5	20	IGF_1	IGF 1	2.25253656531576e-05	0.0151482716659372
12	5	21	LDL_direct	LDL direct	3.58455502958837e-05	0.0149728047876449
12	5	22	Lipoprotein_A	Lipoprotein A	2.60161041423355e-05	0.0150740689372369
12	5	23	Microalbumin_in_urine	Microalbumin in urine	1.2812526815627e-05	0.0152401956076472
12	5	24	Non_albumin_protein	Non albumin protein	7.37831238451459e-05	0.014758920232196
12	5	25	Phosphate	Phosphate	1.44255262459358e-05	0.0152257700814013
12	5	26	Potassium_in_urine	Potassium in urine	1.91756825605382e-06	0.0152871036087031
12	5	27	SHBG	SHBG	0.00474295143708301	0
12	5	28	Sodium_in_urine	Sodium in urine	4.61208989811503e-06	0.0152764084663909
12	5	29	Testosterone	Testosterone	0.000335180049121454	0.0142254068051714
12	5	30	Total_bilirubin	Total bilirubin	0.000805126251036203	0.0117632915160183
12	5	31	Total_protein	Total protein	2.12826049667847e-05	0.0151707970315904
12	5	32	Triglycerides	Triglycerides	0.000706950022026513	0.0125684177670545
12	5	33	Urate	Urate	3.30924674473626e-05	0.0150086503379408
12	5	34	Urea	Urea	7.31431421319394e-06	0.0152624391094332
12	5	35	Vitamin_D	Vitamin D	2.92839613894801e-06	0.0152841752125641
13	7	1	Alanine_aminotransferase	Alanine aminotransferase	0.000100734849975311	0.00976770560976559
13	7	2	Albumin	Albumin	7.70004899340497e-05	0.0101281794556444
13	7	3	Alkaline_phosphatase	Alkaline phosphatase	0.00191882565168972	0
13	7	4	Apolipoprotein_A	Apolipoprotein A	8.3330038972783e-05	0.0100448494166716
13	7	5	Apolipoprotein_B	Apolipoprotein B	1.19578829996214e-06	0.0105421632373152
13	7	6	Aspartate_aminotransferase	Aspartate aminotransferase	8.80030924021435e-05	0.00995684632426947
13	7	7	AST_ALT_ratio	AST ALT ratio	3.43315994125053e-05	0.0103868863035067
13	7	8	C_reactive_protein	C reactive protein	0.00015664624505853	0.00950723429788084
13	7	9	Calcium	Calcium	0.000228555049797591	0.00889808095880592
13	7	10	Cholesterol	Cholesterol	1.81049299056551e-05	0.0104891071260819
13	7	11	Creatinine	Creatinine	0.00165867009695772	0.00363969164663493
13	7	12	Creatinine_in_urine	Creatinine in urine	4.89647223426223e-05	0.0103379215811641
13	7	13	Cystatin_C	Cystatin C	0.00172086599494521	0.00191882565168972
13	7	14	Direct_bilirubin	Direct bilirubin	4.59578042909919e-09	0.0105443011754626
13	7	15	eGFR	eGFR	0.00148804746175016	0.00529836174359265
13	7	16	Gamma_glutamyltransferase	Gamma glutamyltransferase	8.84058645285739e-05	0.0098684404597409
13	7	17	Glucose	Glucose	2.87142074793515e-06	0.0105392918165673
13	7	18	Glycated_haemoglobin_HbA1c	Glycated haemoglobin HbA1c	7.69751152907979e-05	0.0102051799455785
13	7	19	HDL_cholesterol	HDL cholesterol	5.57665202948601e-05	0.0102821550608692
13	7	20	IGF_1	IGF 1	5.02159198757819e-06	0.0105342702245797
13	7	21	LDL_direct	LDL direct	5.39223609701055e-06	0.0105288779884827
13	7	22	Lipoprotein_A	Lipoprotein A	1.30069018025992e-07	0.0105441711064445
13	7	23	Microalbumin_in_urine	Microalbumin in urine	5.80309075605034e-06	0.0105230748977266
13	7	24	Non_albumin_protein	Non albumin protein	0.000157156415885697	0.00935007788199515
13	7	25	Phosphate	Phosphate	0.000103825066826216	0.00966388054293937
13	7	26	Potassium_in_urine	Potassium in urine	9.97906081000929e-06	0.0105072120559875
13	7	27	SHBG	SHBG	0.000223441873391643	0.0091266360086035
13	7	28	Sodium_in_urine	Sodium in urine	5.88378092912028e-06	0.0105171911167975
13	7	29	Testosterone	Testosterone	3.42188639888849e-05	0.0104212179029192
13	7	30	Total_bilirubin	Total bilirubin	6.78409958618329e-07	0.0105433590256152
13	7	31	Total_protein	Total protein	0.000284498912436347	0.00861358204636957
13	7	32	Triglycerides	Triglycerides	1.33670870743622e-07	0.0105440374355738
13	7	33	Urate	Urate	0.00115688977834964	0.00678640920534281
13	7	34	Urea	Urea	0.000670283062677112	0.00794329898369245
13	7	35	Vitamin_D	Vitamin D	3.36703591737374e-05	0.0104554367669081
14	2	1	Alanine_aminotransferase	Alanine aminotransferase	5.04626516479245e-06	0.00621597708176773
14	2	2	Albumin	Albumin	1.19273927988116e-05	0.0061524558985105
14	2	3	Alkaline_phosphatase	Alkaline phosphatase	8.11788363551823e-06	0.00619498689317494
14	2	4	Apolipoprotein_A	Apolipoprotein A	3.81047844511145e-05	0.00599444774084443
14	2	5	Apolipoprotein_B	Apolipoprotein B	0.00202176341468126	0
14	2	6	Aspartate_aminotransferase	Aspartate aminotransferase	2.56107514136606e-06	0.006232163248563
14	2	7	AST_ALT_ratio	AST ALT ratio	2.9856938803778e-06	0.00622917755468262
14	2	8	C_reactive_protein	C reactive protein	7.7856704231167e-07	0.00623954973888686
14	2	9	Calcium	Calcium	9.65382958520766e-06	0.00618533306358973
14	2	10	Cholesterol	Cholesterol	0.00142349528678734	0.00376552768014174
14	2	11	Creatinine	Creatinine	9.739429296402e-06	0.00617559363429333
14	2	12	Creatinine_in_urine	Creatinine in urine	3.43351939958238e-08	0.00624143751808953
14	2	13	Cystatin_C	Cystatin C	1.1496551370674e-06	0.00623840008374979
14	2	14	Direct_bilirubin	Direct bilirubin	8.8626397413743e-05	0.00590582134343069
14	2	15	eGFR	eGFR	7.11150829034656e-06	0.00620310477681046
14	2	16	Gamma_glutamyltransferase	Gamma glutamyltransferase	1.393726997648e-05	0.00613851862853402
14	2	17	Glucose	Glucose	2.38526767898471e-07	0.00624107032468902
14	2	18	Glycated_haemoglobin_HbA1c	Glycated haemoglobin HbA1c	5.76079666692523e-06	0.0062102162851008
14	2	19	HDL_cholesterol	HDL cholesterol	3.15258512211902e-05	0.00603255252529555
14	2	20	IGF_1	IGF 1	7.42018759849519e-07	0.00624032830592917
14	2	21	LDL_direct	LDL direct	0.00174376426546048	0.00202176341468126
14	2	22	Lipoprotein_A	Lipoprotein A	0.000572707692826342	0.00518902296692909
14	2	23	Microalbumin_in_urine	Microalbumin in urine	1.74838226129778e-06	0.00623665170148849
14	2	24	Non_albumin_protein	Non albumin protein	3.47354107471613e-06	0.0062257040136079
14	2	25	Phosphate	Phosphate	2.11430989290776e-08	0.00624147185328352
14	2	26	Potassium_in_urine	Potassium in urine	7.37310517146533e-09	0.00624149299638245
14	2	27	SHBG	SHBG	2.87610451178491e-05	0.00609508071568182
14	2	28	Sodium_in_urine	Sodium in urine	4.51222170308982e-08	0.0062413923958725
14	2	29	Testosterone	Testosterone	4.68066667538222e-06	0.00622102334693252
14	2	30	Total_bilirubin	Total bilirubin	1.1210342984018e-05	0.00616438329130931
14	2	31	Total_protein	Total protein	1.46768677343466e-05	0.00612384176079967
14	2	32	Triglycerides	Triglycerides	0.000144090683675259	0.00576173065975543
14	2	33	Urate	Urate	1.92737778413093e-06	0.00623472432370436
14	2	34	Urea	Urea	8.35444155770318e-08	0.00624130885145692
14	2	35	Vitamin_D	Vitamin D	3.10023391650883e-05	0.00606407837651674
15	21	1	Alanine_aminotransferase	Alanine aminotransferase	6.23654914983269e-06	0.00147542230745216
15	21	2	Albumin	Albumin	1.44396527660965e-05	0.00142431032765867
15	21	3	Alkaline_phosphatase	Alkaline phosphatase	3.21947984646647e-08	0.00150080913564721
15	21	4	Apolipoprotein_A	Apolipoprotein A	9.84515917095365e-06	0.00145091603800737
15	21	5	Apolipoprotein_B	Apolipoprotein B	5.71633534298777e-07	0.00149905135989039
15	21	6	Aspartate_aminotransferase	Aspartate aminotransferase	3.78185180770917e-05	0.00130519887876626
15	21	7	AST_ALT_ratio	AST ALT ratio	3.64598033633533e-06	0.00149068855775809
15	21	8	C_reactive_protein	C reactive protein	1.62964509307724e-05	0.00139258471599945
15	21	9	Calcium	Calcium	4.53874382799774e-06	0.00148165885660199
15	21	10	Cholesterol	Cholesterol	4.49095732809699e-06	0.00148619760042999
15	21	11	Creatinine	Creatinine	0.000142185747760608	0.000959646600698175
15	21	12	Creatinine_in_urine	Creatinine in urine	7.84254906873444e-07	0.00149676089543651
15	21	13	Cystatin_C	Cystatin C	0.000451735145308289	0.000507911455389886
15	21	14	Direct_bilirubin	Direct bilirubin	6.40729630639968e-08	0.00150074506268415
15	21	15	eGFR	eGFR	0.000124975682081077	0.00110183234845878
15	21	16	Gamma_glutamyltransferase	Gamma glutamyltransferase	7.83908482264046e-05	0.00122680803053986
15	21	17	Glucose	Glucose	8.42884211027197e-07	0.00149591801122549
15	21	18	Glycated_haemoglobin_HbA1c	Glycated haemoglobin HbA1c	1.54291607284395e-05	0.00140888116693023
15	21	19	HDL_cholesterol	HDL cholesterol	1.5834731310629e-06	0.00149433453809442
15	21	20	IGF_1	IGF 1	7.85199913845457e-06	0.00146076119717832
15	21	21	LDL_direct	LDL direct	3.12339473044528e-07	0.00150000395842026
15	21	22	Lipoprotein_A	Lipoprotein A	8.26294698143659e-09	0.00150087412139958
15	21	23	Microalbumin_in_urine	Microalbumin in urine	1.00209758919701e-08	0.00150086410042369
15	21	24	Non_albumin_protein	Non albumin protein	6.45402956323171e-08	0.00150068052238852
15	21	25	Phosphate	Phosphate	2.40661035051379e-05	0.00136851861249432
15	21	26	Potassium_in_urine	Potassium in urine	7.34706706548519e-07	0.00149831665318384
15	21	27	SHBG	SHBG	7.7150284045688e-07	0.00149754515034339
15	21	28	Sodium_in_urine	Sodium in urine	1.2166057582607e-05	0.00143874998042476
15	21	29	Testosterone	Testosterone	3.80964995564737e-07	0.00149962299342469
15	21	30	Total_bilirubin	Total bilirubin	2.27699780081702e-08	0.00150084133044568
15	21	31	Total_protein	Total protein	6.80911113538223e-06	0.00146861319631678
15	21	32	Triglycerides	Triglycerides	2.55012156509604e-05	0.00134301739684336
15	21	33	Urate	Urate	2.72075927177102e-07	0.0015003162978933
15	21	34	Urea	Urea	9.21485680398646e-08	0.00150058837382048
15	21	35	Vitamin_D	Vitamin D	0.000507911455389886	0
16	25	1	Alanine_aminotransferase	Alanine aminotransferase	2.14528998357975e-07	0.00137394730092859
16	25	2	Albumin	Albumin	1.40533248955638e-06	0.00136800988327597
16	25	3	Alkaline_phosphatase	Alkaline phosphatase	1.06681322022685e-08	0.00137482223497032
16	25	4	Apolipoprotein_A	Apolipoprotein A	1.61405011627217e-06	0.00136480085208225
16	25	5	Apolipoprotein_B	Apolipoprotein B	9.37632331396985e-07	0.00137066707393363
16	25	6	Aspartate_aminotransferase	Aspartate aminotransferase	4.10248633422543e-06	0.00135059655258689
16	25	7	AST_ALT_ratio	AST ALT ratio	5.95117451601653e-06	0.00133873040671988
16	25	8	C_reactive_protein	C reactive protein	1.89514293146758e-06	0.00136105275754296
16	25	9	Calcium	Calcium	3.07220643932776e-07	0.00137364008028466
16	25	10	Cholesterol	Cholesterol	2.37370928682378e-09	0.00137483583378939
16	25	11	Creatinine	Creatinine	8.02458777806431e-08	0.00137453918244443
16	25	12	Creatinine_in_urine	Creatinine in urine	1.25185816810274e-06	0.00136941521576552
16	25	13	Cystatin_C	Cystatin C	3.9579415061071e-07	0.001372890552302
16	25	14	Direct_bilirubin	Direct bilirubin	3.53733832046741e-07	0.00137328634645261
16	25	15	eGFR	eGFR	1.80515539338836e-08	0.00137478658139678
16	25	16	Gamma_glutamyltransferase	Gamma glutamyltransferase	2.0877665052801e-07	0.00137416182992695
16	25	17	Glucose	Glucose	0.00105609071647756	0
16	25	18	Glycated_haemoglobin_HbA1c	Glycated haemoglobin HbA1c	0.000261049641042955	0.00105609071647756
16	25	19	HDL_cholesterol	HDL cholesterol	6.51982243205958e-08	0.00137468820928227
16	25	20	IGF_1	IGF 1	1.59498107744338e-06	0.00136641490219852
16	25	21	LDL_direct	LDL direct	1.0299767408785e-09	0.00137484023128
16	25	22	Lipoprotein_A	Lipoprotein A	3.3173890189392e-08	0.00137475340750659
16	25	23	Microalbumin_in_urine	Microalbumin in urine	1.76020196069707e-08	0.00137480463295072
16	25	24	Non_albumin_protein	Non albumin protein	4.01133223489986e-07	0.00137248941907851
16	25	25	Phosphate	Phosphate	1.46592515751908e-05	0.00131714035752052
16	25	26	Potassium_in_urine	Potassium in urine	2.82601720593965e-06	0.00135822674033702
16	25	27	SHBG	SHBG	6.87809600606623e-08	0.00137461942832221
16	25	28	Sodium_in_urine	Sodium in urine	6.93079762417382e-06	0.00133179960909571
16	25	29	Testosterone	Testosterone	3.527701415906e-06	0.00135469903892111
16	25	30	Total_bilirubin	Total bilirubin	8.8471281348709e-07	0.00137160470626502
16	25	31	Total_protein	Total protein	2.93068686888352e-09	0.00137483290310253
16	25	32	Triglycerides	Triglycerides	1.68575866955602e-07	0.00137437060657748
16	25	33	Urate	Urate	2.02378131711225e-09	0.00137483820749868
16	25	34	Urea	Urea	1.85295160782483e-06	0.00136294790047443
16	25	35	Vitamin_D	Vitamin D	5.91497135098803e-06	0.0013446815812359
17	14	1	Alanine_aminotransferase	Alanine aminotransferase	1.6562567310502e-06	0.00127696604415975
17	14	2	Albumin	Albumin	7.33565938544443e-05	0.000953077819076986
17	14	3	Alkaline_phosphatase	Alkaline phosphatase	3.4564190762028e-06	0.0012679369816865
17	14	4	Apolipoprotein_A	Apolipoprotein A	7.67303607775722e-06	0.00123883605638787
17	14	5	Apolipoprotein_B	Apolipoprotein B	3.34936581515511e-06	0.0012713934007627
17	14	6	Aspartate_aminotransferase	Aspartate aminotransferase	4.21179520751745e-07	0.00128404631733323
17	14	7	AST_ALT_ratio	AST ALT ratio	1.50529491026465e-06	0.00128013265236505
17	14	8	C_reactive_protein	C reactive protein	1.41158972519619e-10	0.0012856182236076
17	14	9	Calcium	Calcium	1.6544483048969e-05	0.0011753156051747
17	14	10	Cholesterol	Cholesterol	2.22327758188771e-06	0.00127474276657786
17	14	11	Creatinine	Creatinine	1.39568070028322e-05	0.00119186008822367
17	14	12	Creatinine_in_urine	Creatinine in urine	1.11227023321843e-05	0.00121928743519785
17	14	13	Cystatin_C	Cystatin C	1.2716946019351e-06	0.00128163794727531
17	14	14	Direct_bilirubin	Direct bilirubin	3.52605332133542e-07	0.00128483554235502
17	14	15	eGFR	eGFR	1.34705399713491e-05	0.0012058168952265
17	14	16	Gamma_glutamyltransferase	Gamma glutamyltransferase	2.97197889441805e-05	0.00114559581623052
17	14	17	Glucose	Glucose	6.90844917725036e-05	0.00102643441293143
17	14	18	Glycated_haemoglobin_HbA1c	Glycated haemoglobin HbA1c	0.000179750317747788	0.000580609462086324
17	14	19	HDL_cholesterol	HDL cholesterol	4.00288819612419e-11	0.00128561836476657
17	14	20	IGF_1	IGF 1	0.000580609462086324	0
17	14	21	LDL_direct	LDL direct	3.14510795703805e-07	0.00128518814768715
17	14	22	Lipoprotein_A	Lipoprotein A	9.0905928176484e-08	0.00128550265848286
17	14	23	Microalbumin_in_urine	Microalbumin in urine	1.51035147425065e-06	0.0012786223008908
17	14	24	Non_albumin_protein	Non albumin protein	5.00769115265882e-05	0.00109551890470393
17	14	25	Phosphate	Phosphate	3.68045501038112e-07	0.00128446749685398
17	14	26	Potassium_in_urine	Potassium in urine	8.4259188578318e-06	0.00123041013753004
17	14	27	SHBG	SHBG	2.46591965635544e-08	0.00128559356441103
17	14	28	Sodium_in_urine	Sodium in urine	5.56398293546844e-06	0.00125376598323203
17	14	29	Testosterone	Testosterone	4.3472520116389e-06	0.0012593299661675
17	14	30	Total_bilirubin	Total bilirubin	6.96513978837667e-07	0.00128290964187725
17	14	31	Total_protein	Total protein	4.40161477144175e-07	0.00128360615585608
17	14	32	Triglycerides	Triglycerides	8.79230526380114e-05	0.000865154766438974
17	14	33	Urate	Urate	0.000104794986604862	0.000760359779834112
17	14	34	Urea	Urea	7.25689076640854e-06	0.00124650909246563
17	14	35	Vitamin_D	Vitamin D	4.25976350735844e-06	0.00126367721817914
18	24	1	Alanine_aminotransferase	Alanine aminotransferase	1.08398696187945e-07	0.000700880959997837
18	24	2	Albumin	Albumin	1.08685445798528e-05	0.000657445524700915
18	24	3	Alkaline_phosphatase	Alkaline phosphatase	1.68190534548208e-08	0.000701362966095766
18	24	4	Apolipoprotein_A	Apolipoprotein A	8.37100943994565e-11	0.00070138057031679
18	24	5	Apolipoprotein_B	Apolipoprotein B	1.00623598119166e-07	0.000701096358199918
18	24	6	Aspartate_aminotransferase	Aspartate aminotransferase	5.82214518419472e-07	0.000698792523969554
18	24	7	AST_ALT_ratio	AST ALT ratio	1.31429453698387e-06	0.00069747822943257
18	24	8	C_reactive_protein	C reactive protein	2.24671118161621e-07	0.000700544957691677
18	24	9	Calcium	Calcium	2.01671384802482e-05	0.000637278386220667
18	24	10	Cholesterol	Cholesterol	3.22339414908924e-08	0.000701265052177385
18	24	11	Creatinine	Creatinine	1.60257429224632e-06	0.000694282708392655
18	24	12	Creatinine_in_urine	Creatinine in urine	4.03746358623619e-06	0.000674300235132649
18	24	13	Cystatin_C	Cystatin C	2.23638456341723e-06	0.000684113593125797
18	24	14	Direct_bilirubin	Direct bilirubin	2.12852790224344e-08	0.000701324175271935
18	24	15	eGFR	eGFR	1.59294674766823e-06	0.000695885282684902
18	24	16	Gamma_glutamyltransferase	Gamma glutamyltransferase	6.80703793479049e-08	0.000701196981798037
18	24	17	Glucose	Glucose	2.0761277923376e-06	0.000686349977689214
18	24	18	Glycated_haemoglobin_HbA1c	Glycated haemoglobin HbA1c	2.41153895492203e-07	0.000700077748158989
18	24	19	HDL_cholesterol	HDL cholesterol	3.92331891751255e-07	0.000699374738487973
18	24	20	IGF_1	IGF 1	3.30002543365907e-06	0.000678337698718885
18	24	21	LDL_direct	LDL direct	2.68891530590755e-08	0.000701297286118876
18	24	22	Lipoprotein_A	Lipoprotein A	7.85167568779563e-10	0.000701379785149221
18	24	23	Microalbumin_in_urine	Microalbumin in urine	3.10677779264323e-07	0.000699767070379725
18	24	24	Non_albumin_protein	Non albumin protein	1.11331187998025e-07	0.000700769628809838
18	24	25	Phosphate	Phosphate	1.84437580919063e-06	0.000692438332583465
18	24	26	Potassium_in_urine	Potassium in urine	2.01226242745897e-06	0.000688426105481552
18	24	27	SHBG	SHBG	4.03759042068742e-05	0.000596902482013793
18	24	28	Sodium_in_urine	Sodium in urine	1.75055448088687e-08	0.000701345460550958
18	24	29	Testosterone	Testosterone	0.000531699316279322	0
18	24	30	Total_bilirubin	Total bilirubin	1.06999505893734e-07	0.000700989358694024
18	24	31	Total_protein	Total protein	5.98616585188086e-06	0.000668314069280768
18	24	32	Triglycerides	Triglycerides	2.26055637195785e-07	0.000700318902054481
18	24	33	Urate	Urate	2.47586897325278e-06	0.000681637724152544
18	24	34	Urea	Urea	6.52031657344713e-05	0.000531699316279322
18	24	35	Vitamin_D	Vitamin D	1.99996467445406e-06	0.000690438367909011
19	12	1	Alanine_aminotransferase	Alanine aminotransferase	1.70282761890291e-05	0.000483930052645258
19	12	2	Albumin	Albumin	6.62908920407426e-07	0.000570310865131997
19	12	3	Alkaline_phosphatase	Alkaline phosphatase	2.0336964548606e-06	0.000559976417638018
19	12	4	Apolipoprotein_A	Apolipoprotein A	3.47702049311595e-06	0.000549869804870049
19	12	5	Apolipoprotein_B	Apolipoprotein B	6.72512715484886e-07	0.000569638352416512
19	12	6	Aspartate_aminotransferase	Aspartate aminotransferase	5.13835978198296e-05	0.000396988108406205
19	12	7	AST_ALT_ratio	AST ALT ratio	2.56575043931831e-07	0.000573132464413242
19	12	8	C_reactive_protein	C reactive protein	9.70940321609126e-07	0.000568667412094903
19	12	9	Calcium	Calcium	2.07132329202305e-06	0.000557905094345994
19	12	10	Cholesterol	Cholesterol	4.23003634523239e-07	0.000572709460778719
19	12	11	Creatinine	Creatinine	4.47319300000578e-06	0.000526299014193885
19	12	12	Creatinine_in_urine	Creatinine in urine	1.38293483175857e-06	0.000563599273232663
19	12	13	Cystatin_C	Cystatin C	1.07592897589026e-05	0.000515539724434983
19	12	14	Direct_bilirubin	Direct bilirubin	2.15821391888855e-06	0.000555746880427106
19	12	15	eGFR	eGFR	3.60787395044165e-06	0.000546261930919607
19	12	16	Gamma_glutamyltransferase	Gamma glutamyltransferase	1.16154256668381e-06	0.000567505869528219
19	12	17	Glucose	Glucose	6.2011620881274e-05	0.000334976487524931
19	12	18	Glycated_haemoglobin_HbA1c	Glycated haemoglobin HbA1c	0.000254617878486003	0
19	12	19	HDL_cholesterol	HDL cholesterol	6.26622216232164e-07	0.000571605442745978
19	12	20	IGF_1	IGF 1	8.03586090389278e-05	0.000254617878486003
19	12	21	LDL_direct	LDL direct	2.40078998139424e-07	0.000573389039457174
19	12	22	Lipoprotein_A	Lipoprotein A	3.52042766919259e-08	0.000573745932918829
19	12	23	Microalbumin_in_urine	Microalbumin in urine	4.77395816508363e-07	0.00057223206496221
19	12	24	Non_albumin_protein	Non albumin protein	3.84695707171901e-06	0.000535066245318783
19	12	25	Phosphate	Phosphate	1.27987028154193e-06	0.000564982208064422
19	12	26	Potassium_in_urine	Potassium in urine	1.24379118225529e-06	0.000566262078345964
19	12	27	SHBG	SHBG	4.29403812489212e-06	0.000530772207193891
19	12	28	Sodium_in_urine	Sodium in urine	3.60993798459772e-06	0.000542651992935009
19	12	29	Testosterone	Testosterone	6.31668693573888e-07	0.000570973774052404
19	12	30	Total_bilirubin	Total bilirubin	3.7387905445072e-06	0.000538913202390502
19	12	31	Total_protein	Total protein	1.58915913978499e-06	0.000562010114092878
19	12	32	Triglycerides	Triglycerides	1.45813956006959e-05	0.000500958328834287
19	12	33	Urate	Urate	3.5558346419223e-05	0.000448371706226035
19	12	34	Urea	Urea	2.40005506394123e-06	0.000553346825363165
19	12	35	Vitamin_D	Vitamin D	1.16814463516225e-07	0.000573629118455313
20	22	1	Alanine_aminotransferase	Alanine aminotransferase	3.58387938350611e-07	0.000449769196792387
20	22	2	Albumin	Albumin	2.98209525702807e-06	0.000435605015324134
20	22	3	Alkaline_phosphatase	Alkaline phosphatase	2.01375657353972e-07	0.000450334021189242
20	22	4	Apolipoprotein_A	Apolipoprotein A	1.12684315141352e-07	0.000450812930109066
20	22	5	Apolipoprotein_B	Apolipoprotein B	1.4371822118117e-07	0.000450535396846596
20	22	6	Aspartate_aminotransferase	Aspartate aminotransferase	2.98221089067989e-06	0.000432622804433454
